State,Weather,Budget Level,Budget (INR),Transportation Options,Food,Hotels,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights
Assam,Pleasant,Medium,28213,Cost Level: High,Local Cuisine: 866 INR per day,Homestay: 1995 INR per night,"Kaziranga National Park, Majuli Island","Trekking, Cultural Tours, River Rafting",Moderate,4.5/5,Monsoon,Assamese,Very Safe,No,Festival
Assam,Chilly,Medium,20209,Cost Level: Low,Local Cuisine: 1002 INR per day,3-star: 4792 INR per night,"Majuli Island, Kaziranga National Park","Boating, Wildlife Safari",High,3.8/5,Monsoon,Assamese,Very Safe,No,Art Exhibitions
Manipur,Rainy,Low,28649,Cost Level: High,Local Cuisine: 952 INR per day,Luxury Resort: 3149 INR per night,"Kangla Fort, Loktak Lake","Trekking, Cultural Tours",Moderate,3.9/5,Monsoon,Manipuri,Moderately Safe,Yes,Art Exhibitions
Arunachal Pradesh,Sunny,Low,19999,Cost Level: Low,Local Cuisine: 1061 INR per day,3-star: 4205 INR per night,"Tawang Monastery, Ziro Valley","Boating, Cultural Tours, Trekking",Low,3.7/5,Summer,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Chilly,Low,14115,Cost Level: Low,Local Cuisine: 669 INR per day,Homestay: 4180 INR per night,"Cherrapunji, Living Root Bridges","Boating, Wildlife Safari, Trekking",High,4.7/5,Summer,"Khasi, Garo",Moderately Safe,No,Festival
Meghalaya,Pleasant,Low,16891,Cost Level: High,Local Cuisine: 632 INR per day,3-star: 4289 INR per night,"Cherrapunji, Living Root Bridges","River Rafting, Trekking, Cultural Tours",Low,4.5/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Local Traditions
Manipur,Rainy,Medium,37952,Cost Level: Low,Local Cuisine: 1689 INR per day,Luxury Resort: 1491 INR per night,"Kangla Fort, Loktak Lake",Trekking,High,3.8/5,Monsoon,Manipuri,Safe for Solo Travelers,No,Festival
Assam,Chilly,Low,27252,Cost Level: High,Local Cuisine: 1477 INR per day,3-star: 3538 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,Low,4.3/5,Summer,Assamese,Moderately Safe,No,Local Traditions
Manipur,Sunny,Medium,24715,Cost Level: High,Local Cuisine: 1327 INR per day,Luxury Resort: 2062 INR per night,"Loktak Lake, Kangla Fort","Boating, River Rafting",Moderate,5.0/5,Monsoon,Manipuri,Very Safe,Yes,Local Traditions
Arunachal Pradesh,Rainy,Low,6337,Cost Level: High,Local Cuisine: 1306 INR per day,3-star: 2518 INR per night,"Ziro Valley, Tawang Monastery",River Rafting,Low,5.0/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Local Traditions
Tripura,Pleasant,Low,43178,Cost Level: Low,Local Cuisine: 1060 INR per day,Homestay: 4654 INR per night,"Ujjayanta Palace, Neermahal",Boating,Moderate,4.8/5,Monsoon,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Manipur,Chilly,Low,49626,Cost Level: Low,Local Cuisine: 1181 INR per day,Luxury Resort: 2369 INR per night,"Kangla Fort, Loktak Lake","River Rafting, Boating, Cultural Tours",High,5.0/5,Summer,Manipuri,Very Safe,Yes,Festival
Mizoram,Chilly,High,43888,Cost Level: High,Local Cuisine: 827 INR per day,Homestay: 3302 INR per night,"Phawngpui National Park, Vantawng Falls","Trekking, River Rafting, Boating",Moderate,4.8/5,Summer,Mizo,Very Safe,No,Local Traditions
Assam,Chilly,Medium,20282,Cost Level: Low,Local Cuisine: 1675 INR per day,Luxury Resort: 2236 INR per night,"Majuli Island, Kaziranga National Park",Boating,Low,3.7/5,Summer,Assamese,Moderately Safe,Yes,Festival
Manipur,Sunny,Medium,27219,Cost Level: Low,Local Cuisine: 1186 INR per day,3-star: 4224 INR per night,"Loktak Lake, Kangla Fort",River Rafting,High,4.4/5,Summer,Manipuri,Safe for Solo Travelers,Yes,Festival
Nagaland,Chilly,Low,10392,Cost Level: High,Local Cuisine: 1731 INR per day,3-star: 1524 INR per night,"Dzükou Valley, Kohima War Cemetery",River Rafting,Low,4.9/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
Mizoram,Chilly,High,18223,Cost Level: High,Local Cuisine: 980 INR per day,3-star: 2059 INR per night,"Phawngpui National Park, Vantawng Falls","Cultural Tours, Wildlife Safari, Boating",Moderate,4.9/5,Summer,Mizo,Very Safe,Yes,Festival
Assam,Rainy,High,8144,Cost Level: High,Local Cuisine: 1255 INR per day,3-star: 2863 INR per night,"Majuli Island, Kaziranga National Park","Trekking, Boating, Wildlife Safari",Moderate,4.2/5,Monsoon,Assamese,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Pleasant,Low,28489,Cost Level: High,Local Cuisine: 549 INR per day,Homestay: 2243 INR per night,"Neermahal, Ujjayanta Palace","Trekking, Cultural Tours, River Rafting",High,4.1/5,Summer,"Bengali, Kokborok",Moderately Safe,No,Local Traditions
Manipur,Pleasant,Medium,28026,Cost Level: Low,Local Cuisine: 590 INR per day,Luxury Resort: 4338 INR per night,"Kangla Fort, Loktak Lake","Trekking, Boating, Wildlife Safari",Low,5.0/5,Monsoon,Manipuri,Safe for Solo Travelers,Yes,Local Traditions
Assam,Chilly,Medium,35021,Cost Level: High,Local Cuisine: 504 INR per day,Homestay: 1800 INR per night,"Majuli Island, Kaziranga National Park","Wildlife Safari, River Rafting",Moderate,3.8/5,Monsoon,Assamese,Very Safe,Yes,Local Traditions
Tripura,Pleasant,Low,25977,Cost Level: High,Local Cuisine: 888 INR per day,Luxury Resort: 4884 INR per night,"Neermahal, Ujjayanta Palace",Cultural Tours,Moderate,4.3/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Assam,Sunny,Medium,11827,Cost Level: Low,Local Cuisine: 654 INR per day,Luxury Resort: 1306 INR per night,"Majuli Island, Kaziranga National Park","Trekking, River Rafting",Moderate,3.8/5,Summer,Assamese,Moderately Safe,Yes,Art Exhibitions
Tripura,Chilly,Medium,38091,Cost Level: Low,Local Cuisine: 568 INR per day,Homestay: 3505 INR per night,"Ujjayanta Palace, Neermahal","Cultural Tours, Wildlife Safari",Low,4.0/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Meghalaya,Chilly,Low,16882,Cost Level: Low,Local Cuisine: 1869 INR per day,Luxury Resort: 1094 INR per night,"Living Root Bridges, Cherrapunji",Boating,High,3.7/5,Summer,"Khasi, Garo",Moderately Safe,No,Art Exhibitions
Mizoram,Rainy,Medium,35630,Cost Level: Low,Local Cuisine: 1649 INR per day,Homestay: 4086 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Trekking, Cultural Tours",Low,4.0/5,Monsoon,Mizo,Very Safe,Yes,Festival
Mizoram,Chilly,Low,19479,Cost Level: Low,Local Cuisine: 1019 INR per day,3-star: 4887 INR per night,"Vantawng Falls, Phawngpui National Park",Boating,Low,4.2/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions
Nagaland,Rainy,Low,16926,Cost Level: Low,Local Cuisine: 1672 INR per day,Homestay: 3217 INR per night,"Dzükou Valley, Kohima War Cemetery","River Rafting, Boating, Cultural Tours",High,4.3/5,Monsoon,"English, Nagamese",Very Safe,Yes,Art Exhibitions
Nagaland,Sunny,High,16357,Cost Level: Low,Local Cuisine: 557 INR per day,Luxury Resort: 3796 INR per night,"Dzükou Valley, Kohima War Cemetery","Wildlife Safari, Cultural Tours, Boating",High,4.1/5,Summer,"English, Nagamese",Moderately Safe,Yes,Local Traditions
Mizoram,Chilly,Medium,41170,Cost Level: High,Local Cuisine: 1613 INR per day,Luxury Resort: 3900 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Boating, Cultural Tours",Moderate,4.7/5,Winter,Mizo,Very Safe,Yes,Festival
Meghalaya,Chilly,Medium,36583,Cost Level: Low,Local Cuisine: 804 INR per day,Homestay: 3291 INR per night,"Cherrapunji, Living Root Bridges","Trekking, River Rafting",Moderate,3.8/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Festival
Meghalaya,Sunny,High,20686,Cost Level: High,Local Cuisine: 1817 INR per day,3-star: 2222 INR per night,"Cherrapunji, Living Root Bridges","Trekking, Cultural Tours, River Rafting",Moderate,4.5/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Festival
Meghalaya,Chilly,High,32889,Cost Level: Low,Local Cuisine: 1154 INR per day,Luxury Resort: 3842 INR per night,"Cherrapunji, Living Root Bridges",Trekking,High,3.6/5,Monsoon,"Khasi, Garo",Moderately Safe,No,Art Exhibitions
Arunachal Pradesh,Rainy,Medium,14097,Cost Level: Low,Local Cuisine: 1745 INR per day,Luxury Resort: 1604 INR per night,"Ziro Valley, Tawang Monastery","River Rafting, Boating, Wildlife Safari",High,4.6/5,Winter,"Hindi, English",Very Safe,Yes,Local Traditions
Arunachal Pradesh,Chilly,Low,31119,Cost Level: High,Local Cuisine: 1156 INR per day,Luxury Resort: 4736 INR per night,"Ziro Valley, Tawang Monastery",Boating,Moderate,4.1/5,Winter,"Hindi, English",Moderately Safe,Yes,Local Traditions
Nagaland,Rainy,Low,41218,Cost Level: Low,Local Cuisine: 1414 INR per day,Luxury Resort: 1849 INR per night,"Dzükou Valley, Kohima War Cemetery",Cultural Tours,High,3.7/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Rainy,High,16209,Cost Level: High,Local Cuisine: 1233 INR per day,Homestay: 1108 INR per night,"Living Root Bridges, Cherrapunji","Trekking, Boating",Moderate,3.9/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Art Exhibitions
Manipur,Pleasant,Low,23540,Cost Level: Low,Local Cuisine: 1826 INR per day,Homestay: 4933 INR per night,"Loktak Lake, Kangla Fort","Trekking, Cultural Tours",Low,3.6/5,Winter,Manipuri,Moderately Safe,No,Art Exhibitions
Tripura,Chilly,Medium,20631,Cost Level: Low,Local Cuisine: 1371 INR per day,Homestay: 3829 INR per night,"Neermahal, Ujjayanta Palace","Trekking, River Rafting, Cultural Tours",High,4.9/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Tripura,Rainy,High,28618,Cost Level: High,Local Cuisine: 561 INR per day,Homestay: 1645 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Boating",Moderate,4.8/5,Monsoon,"Bengali, Kokborok",Safe for Solo Travelers,Yes,Art Exhibitions
Manipur,Rainy,Medium,28771,Cost Level: Low,Local Cuisine: 1404 INR per day,3-star: 1645 INR per night,"Kangla Fort, Loktak Lake",River Rafting,High,4.4/5,Monsoon,Manipuri,Very Safe,No,Festival
Nagaland,Chilly,Medium,30286,Cost Level: Low,Local Cuisine: 1707 INR per day,3-star: 3041 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, Boating, Cultural Tours",High,4.9/5,Winter,"English, Nagamese",Very Safe,Yes,Local Traditions
Manipur,Pleasant,Medium,23415,Cost Level: Low,Local Cuisine: 1101 INR per day,3-star: 1957 INR per night,"Kangla Fort, Loktak Lake","Boating, Wildlife Safari",Moderate,4.6/5,Monsoon,Manipuri,Very Safe,No,Art Exhibitions
Meghalaya,Rainy,Low,26687,Cost Level: Low,Local Cuisine: 834 INR per day,Luxury Resort: 4438 INR per night,"Living Root Bridges, Cherrapunji","Boating, River Rafting",Moderate,3.7/5,Winter,"Khasi, Garo",Safe for Solo Travelers,Yes,Local Traditions
Assam,Pleasant,Medium,11768,Cost Level: High,Local Cuisine: 1418 INR per day,3-star: 3373 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, Trekking, River Rafting",High,3.9/5,Monsoon,Assamese,Very Safe,No,Art Exhibitions
Assam,Sunny,Medium,27470,Cost Level: Low,Local Cuisine: 1165 INR per day,Luxury Resort: 3363 INR per night,"Kaziranga National Park, Majuli Island","Cultural Tours, River Rafting, Wildlife Safari",High,4.3/5,Winter,Assamese,Very Safe,No,Festival
Mizoram,Rainy,Low,48427,Cost Level: High,Local Cuisine: 641 INR per day,Homestay: 3986 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari, Boating",Low,4.8/5,Winter,Mizo,Very Safe,Yes,Local Traditions
Nagaland,Pleasant,Medium,18936,Cost Level: High,Local Cuisine: 680 INR per day,Homestay: 3631 INR per night,"Kohima War Cemetery, Dzükou Valley","Wildlife Safari, Trekking",Moderate,4.8/5,Monsoon,"English, Nagamese",Safe for Solo Travelers,No,Local Traditions
Assam,Sunny,Medium,45082,Cost Level: High,Local Cuisine: 826 INR per day,Homestay: 4900 INR per night,"Majuli Island, Kaziranga National Park",River Rafting,Low,4.6/5,Summer,Assamese,Safe for Solo Travelers,No,Festival
Arunachal Pradesh,Chilly,Medium,20422,Cost Level: High,Local Cuisine: 1855 INR per day,Homestay: 1753 INR per night,"Ziro Valley, Tawang Monastery","Cultural Tours, River Rafting",High,3.8/5,Summer,"Hindi, English",Safe for Solo Travelers,No,Art Exhibitions
Meghalaya,Pleasant,High,31972,Cost Level: High,Local Cuisine: 1169 INR per day,Luxury Resort: 2195 INR per night,"Living Root Bridges, Cherrapunji",Cultural Tours,High,4.8/5,Winter,"Khasi, Garo",Moderately Safe,No,Local Traditions
Manipur,Pleasant,Low,34817,Cost Level: High,Local Cuisine: 535 INR per day,Homestay: 2264 INR per night,"Loktak Lake, Kangla Fort",Trekking,Moderate,4.4/5,Monsoon,Manipuri,Moderately Safe,No,Local Traditions
Meghalaya,Chilly,Medium,17079,Cost Level: Low,Local Cuisine: 1655 INR per day,3-star: 1760 INR per night,"Cherrapunji, Living Root Bridges",River Rafting,Low,4.4/5,Summer,"Khasi, Garo",Safe for Solo Travelers,No,Festival
Assam,Chilly,High,16224,Cost Level: High,Local Cuisine: 1805 INR per day,Homestay: 4531 INR per night,"Majuli Island, Kaziranga National Park","Cultural Tours, River Rafting",Low,3.9/5,Winter,Assamese,Very Safe,Yes,Festival
Mizoram,Pleasant,Medium,23564,Cost Level: Low,Local Cuisine: 679 INR per day,Luxury Resort: 2051 INR per night,"Vantawng Falls, Phawngpui National Park","Cultural Tours, River Rafting, Trekking",High,3.6/5,Summer,Mizo,Very Safe,No,Festival
Manipur,Rainy,Low,44728,Cost Level: High,Local Cuisine: 1161 INR per day,Homestay: 2232 INR per night,"Kangla Fort, Loktak Lake","Boating, Trekking, River Rafting",Low,4.5/5,Monsoon,Manipuri,Moderately Safe,Yes,Art Exhibitions
Tripura,Pleasant,High,9628,Cost Level: Low,Local Cuisine: 1476 INR per day,Homestay: 4030 INR per night,"Neermahal, Ujjayanta Palace",Cultural Tours,Moderate,4.2/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Tripura,Sunny,High,32432,Cost Level: Low,Local Cuisine: 883 INR per day,Luxury Resort: 3517 INR per night,"Ujjayanta Palace, Neermahal",Wildlife Safari,Moderate,4.3/5,Winter,"Bengali, Kokborok",Moderately Safe,No,Art Exhibitions
Tripura,Sunny,Medium,16195,Cost Level: Low,Local Cuisine: 1126 INR per day,3-star: 3938 INR per night,"Neermahal, Ujjayanta Palace",Boating,Moderate,4.1/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Art Exhibitions
Nagaland,Pleasant,Low,15032,Cost Level: Low,Local Cuisine: 1941 INR per day,Luxury Resort: 1436 INR per night,"Dzükou Valley, Kohima War Cemetery","Trekking, River Rafting",High,3.8/5,Winter,"English, Nagamese",Moderately Safe,Yes,Art Exhibitions
Manipur,Pleasant,Medium,23321,Cost Level: Low,Local Cuisine: 1020 INR per day,Luxury Resort: 3703 INR per night,"Loktak Lake, Kangla Fort",Wildlife Safari,High,4.3/5,Summer,Manipuri,Very Safe,No,Festival
Arunachal Pradesh,Pleasant,Medium,33301,Cost Level: Low,Local Cuisine: 545 INR per day,Homestay: 4299 INR per night,"Ziro Valley, Tawang Monastery","Boating, Trekking, Cultural Tours",Low,4.9/5,Summer,"Hindi, English",Moderately Safe,Yes,Festival
Arunachal Pradesh,Rainy,Low,26465,Cost Level: Low,Local Cuisine: 985 INR per day,Luxury Resort: 1656 INR per night,"Ziro Valley, Tawang Monastery","Wildlife Safari, Trekking, Boating",High,3.8/5,Winter,"Hindi, English",Safe for Solo Travelers,No,Festival
Nagaland,Chilly,Low,18897,Cost Level: Low,Local Cuisine: 1045 INR per day,Homestay: 1862 INR per night,"Kohima War Cemetery, Dzükou Valley",Boating,High,3.7/5,Winter,"English, Nagamese",Very Safe,No,Art Exhibitions
Meghalaya,Rainy,Low,47133,Cost Level: High,Local Cuisine: 1648 INR per day,Homestay: 3826 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Cultural Tours, Trekking",Low,5.0/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Festival
Meghalaya,Sunny,High,12569,Cost Level: Low,Local Cuisine: 1327 INR per day,3-star: 4658 INR per night,"Living Root Bridges, Cherrapunji","River Rafting, Trekking, Wildlife Safari",High,3.9/5,Monsoon,"Khasi, Garo",Safe for Solo Travelers,Yes,Festival
Manipur,Sunny,High,47498,Cost Level: High,Local Cuisine: 728 INR per day,Luxury Resort: 1270 INR per night,"Kangla Fort, Loktak Lake","Cultural Tours, River Rafting",High,4.8/5,Monsoon,Manipuri,Very Safe,No,Festival
Tripura,Rainy,Low,38394,Cost Level: High,Local Cuisine: 554 INR per day,Homestay: 1529 INR per night,"Ujjayanta Palace, Neermahal","Boating, Trekking, River Rafting",Moderate,3.8/5,Summer,"Bengali, Kokborok",Very Safe,No,Festival
Arunachal Pradesh,Pleasant,Medium,34649,Cost Level: Low,Local Cuisine: 1319 INR per day,3-star: 2011 INR per night,"Ziro Valley, Tawang Monastery",Trekking,Moderate,4.5/5,Winter,"Hindi, English",Very Safe,No,Local Traditions
Tripura,Sunny,Medium,38118,Cost Level: High,Local Cuisine: 899 INR per day,Homestay: 1769 INR per night,"Neermahal, Ujjayanta Palace","Boating, River Rafting, Trekking",Low,4.3/5,Summer,"Bengali, Kokborok",Very Safe,Yes,Local Traditions
Mizoram,Sunny,Low,36457,Cost Level: Low,Local Cuisine: 664 INR per day,Homestay: 3276 INR per night,"Phawngpui National Park, Vantawng Falls","Wildlife Safari, Boating, River Rafting",High,4.3/5,Winter,Mizo,Very Safe,No,Local Traditions
Meghalaya,Rainy,Medium,18762,Cost Level: Low,Local Cuisine: 1231 INR per day,Homestay: 2265 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, River Rafting",Low,4.8/5,Monsoon,"Khasi, Garo",Moderately Safe,Yes,Festival
Mizoram,Chilly,Medium,49676,Cost Level: High,Local Cuisine: 937 INR per day,Homestay: 4507 INR per night,"Phawngpui National Park, Vantawng Falls",Boating,High,4.9/5,Summer,Mizo,Safe for Solo Travelers,Yes,Local Traditions
Tripura,Sunny,High,26455,Cost Level: High,Local Cuisine: 1011 INR per day,Homestay: 3245 INR per night,"Ujjayanta Palace, Neermahal",River Rafting,Moderate,3.5/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Art Exhibitions
Meghalaya,Rainy,Low,6915,Cost Level: Low,Local Cuisine: 1007 INR per day,Homestay: 2394 INR per night,"Living Root Bridges, Cherrapunji","Cultural Tours, Wildlife Safari",Low,5.0/5,Winter,"Khasi, Garo",Moderately Safe,Yes,Festival
Arunachal Pradesh,Pleasant,Medium,41512,Cost Level: High,Local Cuisine: 648 INR per day,3-star: 2324 INR per night,"Ziro Valley, Tawang Monastery","Trekking, Cultural Tours",Low,4.3/5,Monsoon,"Hindi, English",Very Safe,Yes,Festival
Mizoram,Pleasant,High,30866,Cost Level: Low,Local Cuisine: 577 INR per day,3-star: 2987 INR per night,"Vantawng Falls, Phawngpui National Park","River Rafting, Wildlife Safari, Boating",High,3.5/5,Monsoon,Mizo,Safe for Solo Travelers,Yes,Art Exhibitions
Tripura,Sunny,Medium,46010,Cost Level: Low,Local Cuisine: 1326 INR per day,Homestay: 4323 INR per night,"Neermahal, Ujjayanta Palace","Cultural Tours, Wildlife Safari, Trekking",Moderate,4.1/5,Winter,"Bengali, Kokborok",Moderately Safe,Yes,Festival
Mizoram,Pleasant,High,9270,Cost Level: Low,Local Cuisine: 1219 INR per day,Luxury Resort: 2635 INR per night,"Vantawng Falls, Phawngpui National Park","Wildlife Safari, Cultural Tours",Low,3.8/5,Monsoon,Mizo,Moderately Safe,No,Art Exhibitions
Mizoram,Sunny,High,12254,Cost Level: Low,Local Cuisine: 1241 INR per day,Luxury Resort: 2811 INR per night,"Phawngpui National Park, Vantawng Falls",Trekking,Low,3.6/5,Summer,Mizo,Safe for Solo Travelers,Yes,Festival
Manipur,Rainy,High,48969,Cost Level: High,Local Cuisine: 822 INR per day,Luxury Resort: 2129 INR per night,"Loktak Lake, Kangla Fort","Wildlife Safari, Boating, Cultural Tours",Low,4.1/5,Summer,Manipuri,Safe for Solo Travelers,No,Art Exhibitions
Arunachal Pradesh,Sunny,High,22357,Cost Level: High,Local Cuisine: 895 INR per day,Homestay: 2854 INR per night,"Tawang Monastery, Ziro Valley","Trekking, Boating",Low,3.8/5,Winter,"Hindi, English",Moderately Safe,Yes,Art Exhibitions
Tripura,Chilly,Low,22548,Cost Level: Low,Local Cuisine: 901 INR per day,3-star: 4364 INR per night,"Ujjayanta Palace, Neermahal","River Rafting, Trekking, Wildlife Safari",High,4.3/5,Summer,"Bengali, Kokborok",Moderately Safe,Yes,Local Traditions
Mizoram,Pleasant,High,32860,Cost Level: High,Local Cuisine: 1569 INR per day,Homestay: 1085 INR per night,"Vantawng Falls, Phawngpui National Park",Boating,Low,4.1/5,Summer,Mizo,Safe for Solo Travelers,No,Local Traditions
Assam,Pleasant,Medium,16991,Cost Level: High,Local Cuisine: 1586 INR per day,Luxury Resort: 2900 INR per night,"Majuli Island, Kaziranga National Park","Boating, Cultural Tours, Trekking",Moderate,4.7/5,Summer,Assamese,Very Safe,No,Festival
