State,Weather,Budget Level,Budget (INR),Transportation Options,Famous Places to Visit,Activities,Popularity,Reviews,Season,Language,Safety,Family-Friendly,Cultural Highlights,Food Cost (INR),Hotel Cost (INR)
0,1,0,10524,1,13,15,1,5.0,1,3,2,0,0,767,3
6,0,0,10730,0,8,47,0,3.8,1,1,2,0,1,1228,1474
6,3,1,24468,1,11,0,0,3.9,1,1,0,0,2,516,4994
6,1,0,6821,0,11,2,1,4.4,2,1,1,0,1,704,3
6,3,0,27343,1,8,34,2,4.6,2,1,1,0,1,1513,3
2,2,1,31338,1,6,51,0,3.5,0,5,1,0,1,1804,1871
5,0,2,31424,1,4,41,2,3.8,0,2,0,0,1,1527,3
0,2,1,8196,1,10,68,0,4.3,2,3,1,0,1,726,3
3,0,0,45054,0,5,51,2,3.9,0,4,1,0,2,938,3
1,0,0,46367,1,3,13,0,4.2,1,0,2,1,1,1209,3
3,0,0,33082,1,0,51,0,3.5,1,4,1,1,1,1335,4504
5,2,1,10089,0,1,68,2,4.0,0,2,2,1,1,1307,1357
1,2,0,48687,1,7,70,0,4.7,1,0,0,1,1,1088,3974
5,0,0,48638,0,4,53,0,4.5,2,2,2,0,0,883,2347
6,3,2,42374,0,8,68,2,4.2,2,1,2,1,0,1939,2413
3,1,2,17244,0,5,19,1,3.9,1,4,0,1,1,1639,1295
4,0,0,7441,0,9,43,1,3.7,0,6,2,1,2,770,2669
2,2,0,24665,0,6,30,0,4.3,0,5,2,0,2,1739,3
4,0,1,8725,1,12,3,1,3.8,1,6,2,1,2,1519,3
3,1,2,34479,1,5,20,1,4.0,2,4,0,1,1,1273,3
6,2,1,20253,0,8,60,0,4.9,2,1,2,0,0,1543,1282
5,1,0,41757,0,1,22,1,3.9,0,2,1,0,2,1860,4269
0,2,1,30810,0,13,34,2,4.7,2,3,2,0,0,1248,3
2,1,1,19886,0,2,71,0,3.7,2,5,0,0,2,1375,4798
1,2,1,38546,0,3,30,0,4.7,2,0,1,0,2,1663,3815
4,1,0,33668,0,12,0,1,4.9,0,6,1,1,2,1574,1292
4,0,0,22567,1,9,68,2,3.6,0,6,0,0,2,885,3159
1,0,1,45405,1,7,62,0,4.4,0,0,0,0,1,529,4461
3,2,0,20645,0,5,17,1,4.1,0,4,2,0,0,1183,4325
6,3,0,43875,0,11,43,0,3.8,2,1,0,1,1,1487,3
0,3,2,21330,0,10,24,1,4.8,2,3,1,1,1,1743,2757
0,2,0,28810,0,10,39,2,4.5,2,3,1,0,2,734,3127
6,1,1,14001,1,11,31,1,4.5,0,1,1,0,1,1839,1487
0,3,0,24132,1,13,2,0,3.9,2,3,2,1,0,1798,2651
6,1,2,42999,0,8,22,1,3.5,2,1,2,1,1,1792,3
2,2,0,15299,0,6,48,0,4.6,0,5,0,0,2,616,1768
6,0,1,16935,0,11,17,0,4.0,1,1,2,1,0,1362,2238
6,3,2,31915,1,11,64,1,3.9,1,1,2,0,0,1881,1053
4,0,0,38387,1,12,32,1,4.4,1,6,0,1,0,522,2904
5,1,1,31269,0,4,42,2,4.6,1,2,2,1,0,1492,1177
4,2,0,20579,1,9,0,0,4.1,0,6,0,0,0,1351,2220
1,2,1,32280,1,7,34,1,4.2,2,0,2,0,1,1547,3
6,2,0,12666,0,8,0,1,4.5,2,1,0,1,1,1541,3861
3,3,0,14393,0,0,31,2,4.0,2,4,0,1,1,1036,3125
1,1,1,41657,0,3,83,1,3.6,1,0,2,0,0,1752,3
6,2,2,22538,0,11,17,1,4.3,2,1,1,0,0,1416,3
5,3,0,8604,0,4,7,0,3.5,1,2,2,1,0,754,2456
0,0,1,5917,1,13,34,2,4.7,0,3,2,0,0,654,4717
2,3,0,19096,0,2,22,0,4.4,1,5,0,1,0,966,3371
0,2,2,18793,0,10,15,0,4.1,2,3,0,0,1,619,2648
1,1,1,8580,0,7,26,2,4.2,1,0,0,0,0,565,3
4,3,0,36428,1,12,0,2,3.6,1,6,2,1,2,1768,4088
5,1,2,38301,0,1,16,0,3.5,1,2,2,0,1,1791,3
3,0,1,6247,1,0,6,0,4.4,0,4,1,0,0,1692,3
5,2,1,15734,0,4,22,2,3.7,1,2,2,1,2,1401,4593
0,1,1,38601,0,10,79,1,4.8,0,3,2,0,2,1750,3
1,0,1,6469,1,7,35,0,3.6,2,0,1,0,2,520,2427
2,3,0,18530,1,6,30,1,4.6,2,5,2,0,2,1111,4486
5,1,1,24265,0,4,5,2,4.9,0,2,0,0,2,933,2077
1,3,2,39956,0,7,0,1,3.7,1,0,0,0,1,916,4734
3,0,1,24538,0,5,39,0,3.9,1,4,2,0,1,1189,2629
6,3,2,20162,0,8,9,0,4.5,0,1,2,1,1,1616,3850
5,1,0,8761,1,1,0,2,4.3,0,2,1,1,1,796,3
0,1,1,43910,0,13,41,0,3.9,1,3,0,1,1,1198,3386
6,2,2,32254,1,8,17,1,3.6,1,1,1,1,0,943,3592
0,1,2,24536,1,13,34,0,4.1,0,3,2,0,2,1595,3
6,1,2,40651,0,8,24,2,3.8,1,1,1,0,2,1820,2990
2,3,1,20464,0,6,37,0,4.2,1,5,0,0,1,961,3
0,3,2,32682,1,10,17,0,4.6,0,3,2,1,2,1221,3832
1,3,2,41559,1,7,7,2,4.2,1,0,1,0,2,666,1705
4,1,1,20079,0,9,49,2,3.7,2,6,2,0,1,656,1938
6,2,1,27271,0,11,6,1,4.3,1,1,2,0,1,1558,1265
6,1,1,46244,0,8,46,0,4.0,2,1,2,0,2,907,3000
3,3,2,44618,0,0,17,1,3.6,1,4,1,0,2,1821,1983
3,2,0,26012,1,0,34,1,4.9,2,4,2,1,0,940,4959
2,2,0,27514,0,6,66,0,4.7,1,5,1,0,2,1130,2148
1,2,1,22357,0,3,64,0,4.2,2,0,0,1,1,764,3
5,0,2,21213,1,1,17,1,3.6,0,2,0,0,1,1096,3
3,3,0,24818,1,0,2,0,4.7,1,4,1,1,0,914,4818
0,0,1,25687,0,10,24,1,4.1,1,3,1,1,0,1867,3180
5,2,1,39063,1,1,56,0,4.6,0,2,1,0,0,1459,3882
4,2,2,17346,0,9,41,1,3.9,0,6,1,0,0,1311,4698
0,0,1,26253,0,10,55,0,4.8,1,3,2,1,1,518,2403
6,0,1,6105,1,11,0,1,3.7,2,1,2,0,0,1316,1005
0,1,0,20712,0,10,17,0,4.6,1,3,2,0,2,1664,2031
3,2,1,6892,1,5,68,0,4.5,2,4,0,1,2,1246,4258
0,3,1,16740,1,13,51,1,4.0,2,3,0,1,0,1467,3
2,1,1,24488,1,6,17,1,4.3,0,5,2,0,0,508,2026
3,3,2,37498,0,0,9,2,3.6,0,4,0,1,1,1252,2119
0,0,2,26384,0,10,41,0,4.7,2,3,0,1,2,1963,2856
0,0,2,37537,0,10,31,2,5.0,0,3,1,1,2,850,2864
5,3,2,44809,0,1,84,1,4.0,0,2,1,0,0,735,2841
4,2,2,6300,0,9,17,2,3.9,1,6,0,1,0,1778,2526
6,3,0,45543,0,11,33,0,4.2,1,1,1,0,2,847,3951
2,2,0,37475,0,6,51,1,4.7,1,5,0,0,1,1722,3
6,3,1,45260,0,8,43,0,4.9,2,1,1,1,0,771,3
6,3,2,23062,0,11,24,1,4.4,2,1,2,1,0,1183,2776
0,1,2,36559,0,13,17,0,4.4,2,3,1,0,2,1386,4321
3,0,1,46832,0,5,5,2,4.5,2,4,1,1,1,1696,3
3,0,0,19990,0,5,4,0,4.1,0,4,2,1,0,1202,1481
6,3,0,24595,0,11,69,2,3.6,1,1,0,1,0,1214,2013
5,3,2,26083,1,1,31,0,4.1,1,2,1,1,0,1077,2866
1,0,2,6862,0,3,81,2,4.8,0,0,2,1,1,575,4175
4,0,0,41879,0,9,81,0,4.3,2,6,2,0,2,1187,3
3,3,0,40198,0,5,22,1,4.4,1,4,2,1,0,731,3
0,3,2,26759,1,10,69,1,3.7,0,3,1,0,2,1411,3908
1,1,2,35359,1,3,19,2,4.1,1,0,1,1,0,1371,3
4,1,2,48233,0,9,9,2,4.3,2,6,2,1,2,1710,2010
6,0,0,47688,1,8,67,1,4.4,1,1,2,0,0,702,3
5,0,1,26969,0,1,73,1,3.5,2,2,1,1,1,1823,3
4,0,0,13356,1,9,3,2,4.5,0,6,1,0,1,1303,3510
4,3,1,40435,0,9,6,1,4.5,0,6,1,0,1,1150,3
6,3,2,33707,0,11,69,1,3.7,2,1,0,1,2,933,3
6,2,1,45918,1,8,73,0,4.1,2,1,1,1,2,1981,3484
6,0,2,36274,0,11,0,2,4.6,1,1,0,1,2,602,3
2,0,2,46314,0,2,36,1,4.0,0,5,0,1,2,1662,3
1,3,0,16735,1,7,17,2,3.8,1,0,1,0,2,930,3
2,0,2,49831,1,6,66,1,4.3,0,5,1,0,2,1969,3
1,0,1,11376,0,7,11,1,4.7,2,0,0,0,1,1780,4434
4,2,0,6131,0,12,39,2,4.4,1,6,2,0,1,1134,3
0,2,2,8005,1,10,38,2,4.3,2,3,0,0,0,696,3444
0,0,1,7188,1,13,34,2,4.0,1,3,1,1,1,1761,4376
5,0,0,28143,0,4,18,1,4.3,1,2,2,1,2,1619,3500
6,0,1,42980,0,8,34,2,4.2,0,1,1,0,0,1504,1187
4,1,1,7799,0,9,34,2,4.5,1,6,0,0,0,649,2640
0,1,2,15908,0,13,56,0,4.5,0,3,0,0,0,566,2676
3,0,0,19915,0,5,64,0,4.1,0,4,0,0,1,1299,2212
1,1,1,38294,1,7,55,0,4.2,2,0,1,1,2,1996,3329
6,0,0,28649,1,8,8,2,4.2,2,1,2,0,2,500,3955
0,3,0,5551,1,13,53,1,5.0,0,3,1,1,2,1810,4265
2,1,2,41862,1,2,0,0,3.7,2,5,0,0,2,1093,3
0,0,0,24493,1,13,25,1,4.7,2,3,2,1,2,649,3
1,3,2,35196,0,7,27,1,4.2,1,0,0,0,0,811,3
0,1,1,29701,1,10,38,0,4.3,2,3,0,0,0,1980,3
0,2,0,25324,1,13,34,0,4.1,2,3,1,0,2,1575,4615
5,3,1,38294,0,4,51,0,4.1,2,2,1,1,0,1104,1187
3,2,2,6206,1,5,38,1,4.5,2,4,2,1,2,624,4466
0,2,2,17892,0,10,13,2,3.7,2,3,2,1,2,887,3
2,0,0,13230,1,2,58,0,4.7,2,5,0,1,1,857,3737
2,2,1,35829,0,6,43,0,4.0,1,5,0,0,1,1344,2642
4,2,2,28610,1,9,53,1,3.9,0,6,0,1,0,1657,4861
5,0,0,22323,0,4,25,0,4.9,0,2,1,0,2,675,4242
5,1,1,49440,0,4,51,0,4.3,2,2,2,0,1,994,3
5,0,2,22055,1,1,39,1,4.4,1,2,2,0,0,577,3
2,3,1,14952,0,6,60,1,4.2,1,5,0,0,1,1368,3280
5,2,0,24103,0,4,0,2,4.0,2,2,2,1,2,1439,2899
4,2,0,25767,0,9,68,0,4.9,0,6,1,0,1,1876,3
5,0,0,7134,1,1,34,0,3.6,0,2,2,0,2,1028,2478
3,2,2,35804,0,5,32,2,3.9,2,4,1,0,0,1112,3
4,3,1,39555,0,12,3,1,4.5,0,6,0,1,0,1832,2439
6,3,2,17246,0,11,71,0,4.4,1,1,1,1,1,1617,3865
5,0,2,34181,1,1,77,2,4.0,2,2,2,0,1,1101,3696
6,0,0,46858,1,11,18,2,4.0,2,1,2,1,1,1665,1551
5,3,0,39910,0,4,17,2,4.3,0,2,0,0,1,1242,3134
6,2,1,28103,0,8,32,2,4.3,2,1,0,1,1,1511,3435
3,0,0,9589,1,5,3,1,4.4,1,4,0,0,1,966,3
2,1,0,25101,1,2,51,2,3.8,0,5,1,1,2,569,2374
3,0,0,35718,1,5,17,1,4.3,2,4,2,1,1,716,3
5,1,1,15813,1,1,26,0,4.9,1,2,0,1,0,1412,2097
1,1,2,48153,1,3,17,0,4.4,2,0,1,0,1,1588,3
3,1,0,15722,0,0,71,1,5.0,1,4,0,0,1,1498,4409
2,3,0,20635,0,2,50,2,4.3,1,5,1,0,2,830,3
0,1,1,41127,0,13,24,2,4.2,1,3,2,1,1,1816,3196
2,3,0,40173,1,6,18,0,4.9,2,5,1,1,1,1541,4455
0,1,0,37421,1,10,26,2,4.2,1,3,1,1,0,1566,1088
0,2,1,48824,0,13,78,2,4.7,0,3,1,1,1,583,3425
6,1,1,17401,0,11,18,2,3.6,2,1,1,0,1,1117,3
5,3,0,22874,1,4,68,2,3.8,0,2,0,1,0,661,3980
5,3,0,16954,0,4,34,1,4.5,0,2,2,0,1,687,3
3,1,0,30558,1,5,45,0,4.0,0,4,1,0,0,1502,1598
6,1,2,8962,0,8,80,0,3.8,1,1,2,1,2,1799,3
5,2,1,33946,1,4,68,2,4.1,2,2,0,1,0,1571,4789
3,2,2,23845,1,0,17,2,4.9,0,4,0,0,2,1473,3157
2,2,1,49733,0,6,50,0,4.9,0,5,2,0,1,1338,4386
0,2,0,17770,0,13,64,0,3.8,2,3,1,0,0,1517,2598
5,1,2,47871,1,1,32,0,4.8,0,2,1,0,1,1950,4087
0,2,2,17695,0,10,17,2,3.9,2,3,0,0,0,1333,3
1,3,0,18795,1,3,17,1,4.0,0,0,0,1,1,1634,3
5,2,2,40752,0,4,1,1,4.5,2,2,0,1,0,1561,2060
1,1,0,44022,1,7,22,2,4.5,0,0,1,1,1,706,1651
4,2,0,12465,0,12,63,2,4.9,0,6,0,0,1,1365,2118
4,1,0,18586,1,9,68,2,4.9,0,6,2,1,1,764,4234
6,2,1,9476,1,8,17,0,4.2,2,1,2,1,2,1583,3
4,1,0,31651,1,9,23,0,4.5,1,6,2,0,1,614,2748
2,2,1,46516,1,6,34,0,3.6,2,5,2,0,1,1960,3926
1,3,0,5431,0,3,68,1,4.8,0,0,2,0,2,1679,3
5,3,1,43792,0,4,34,0,4.1,1,2,2,0,0,1027,3
6,1,2,17496,0,8,62,2,4.4,1,1,1,1,2,1589,3
1,0,1,21180,1,3,35,0,4.3,0,0,2,1,2,944,3
1,0,1,18747,0,3,69,0,3.7,2,0,1,0,2,1226,4091
1,1,1,38463,0,3,68,1,4.8,0,0,1,1,1,671,1281
5,1,1,46808,0,4,0,2,3.7,1,2,0,0,0,994,3782
3,3,0,26989,1,0,34,1,4.2,2,4,0,0,1,1721,3
0,0,0,20843,0,10,17,2,4.7,1,3,2,0,2,1953,4703
5,1,0,14085,1,4,29,1,3.5,0,2,1,0,2,726,3
4,2,1,44768,0,9,39,1,4.3,2,6,1,0,0,1940,4645
0,2,1,37852,0,10,1,0,4.6,0,3,0,1,2,1046,2750
0,3,1,40169,0,13,77,0,3.9,2,3,1,1,2,891,3400
0,0,2,41398,0,13,32,0,4.0,2,3,2,1,1,1229,1288
5,1,0,34796,0,1,30,0,4.8,1,2,2,0,1,1205,2881
1,3,1,9383,0,3,60,1,4.8,2,0,1,1,1,591,4879
3,3,2,49222,0,0,80,2,4.6,2,4,2,1,0,1037,2497
3,2,0,45743,0,0,30,1,4.1,1,4,2,1,0,1121,4730
2,1,2,13939,1,2,41,2,3.5,0,5,2,1,0,832,3
5,1,2,36320,0,4,54,1,4.4,0,2,2,1,2,1100,3
1,0,2,30518,1,7,31,2,3.8,2,0,0,0,0,1644,4638
6,0,2,39789,1,11,23,0,4.1,1,1,2,0,1,1552,1782
1,1,0,27803,0,7,52,0,4.3,2,0,0,1,2,859,3079
5,3,2,49471,0,4,24,2,4.1,2,2,2,1,0,838,3091
1,3,0,42482,0,7,34,0,3.9,1,0,0,0,1,673,3
6,1,2,44194,1,11,68,0,4.4,2,1,0,0,0,738,4630
0,3,0,31799,1,10,69,2,4.6,2,3,0,1,1,1999,3
3,1,2,24184,0,0,27,0,4.4,2,4,2,1,2,567,3
1,0,2,36567,0,7,10,2,4.3,0,0,2,0,2,927,4541
1,3,1,44302,0,3,72,0,4.1,2,0,0,0,2,550,1372
1,2,2,39920,1,7,17,0,4.1,1,0,0,0,0,1818,3
4,0,2,43604,1,9,51,1,4.4,0,6,1,0,1,1946,4223
5,3,0,35959,1,4,81,2,4.9,2,2,0,1,2,1697,2441
2,2,2,19450,1,2,56,2,4.1,0,5,2,0,1,1588,3713
5,1,1,35470,0,1,17,2,5.0,2,2,2,1,1,1540,3
0,3,2,13194,0,10,57,1,4.2,2,3,2,1,2,1146,2638
1,1,2,38297,0,3,6,0,3.5,2,0,1,0,2,1364,3
0,1,0,5842,1,10,81,0,4.7,1,3,0,0,2,697,3
5,3,2,39062,0,1,0,1,4.7,1,2,0,1,1,1715,3
2,1,0,6692,1,2,17,2,4.4,2,5,0,1,0,951,3691
6,2,2,47024,1,8,28,1,5.0,1,1,2,0,2,1296,3051
5,0,1,14635,0,4,52,0,5.0,0,2,2,1,0,894,3173
3,1,0,40120,1,0,37,1,4.5,0,4,2,0,1,1157,2098
5,2,0,22227,0,1,51,0,3.8,2,2,1,1,1,1858,3912
0,1,0,15538,0,10,8,0,4.5,1,3,1,0,1,1986,3
3,1,1,42841,1,5,51,2,3.8,2,4,2,0,0,1061,2409
5,2,2,8676,0,4,47,1,4.9,1,2,1,1,1,1382,3
3,3,2,10532,0,0,83,2,3.5,2,4,1,1,1,756,4786
4,1,2,12712,1,12,68,1,5.0,2,6,0,1,0,1287,3
0,2,2,12851,0,13,17,0,4.8,1,3,2,1,2,1006,3278
3,3,1,48040,0,5,56,1,4.2,0,4,0,1,1,869,4338
5,1,1,35600,1,1,34,2,4.9,2,2,0,0,2,1050,2076
5,0,1,14489,0,1,0,0,4.0,0,2,1,0,1,1819,1236
6,1,0,8870,1,8,68,0,4.9,1,1,1,0,0,1774,2711
5,1,1,31495,1,1,4,2,4.8,2,2,2,0,1,1945,4913
6,2,2,41210,1,11,51,0,4.6,1,1,0,0,0,1078,3
6,1,2,37134,1,11,47,2,4.9,0,1,1,0,2,1524,1788
2,0,0,33867,0,2,17,0,4.7,1,5,0,0,1,1004,3
1,2,1,10261,1,3,49,0,4.1,1,0,0,1,0,1431,4077
0,2,1,16714,1,13,17,2,4.4,1,3,2,1,0,1178,3955
6,2,0,43193,0,8,68,1,4.7,0,1,0,1,1,1867,3
5,3,0,36221,1,1,17,0,4.9,1,2,2,1,0,1885,1244
2,1,0,23417,1,2,69,0,4.5,1,5,0,1,1,1866,3
0,2,1,46531,1,10,0,1,3.6,1,3,2,1,0,820,3712
5,0,2,23561,0,4,25,1,4.1,1,2,0,1,2,1260,3
3,0,0,43686,0,0,47,0,4.8,2,4,1,0,2,1685,3
0,2,2,6854,1,13,18,0,4.9,1,3,0,0,2,1823,3851
3,2,0,7648,1,0,77,2,3.6,2,4,0,0,2,1341,3
3,0,0,12662,0,0,11,2,4.2,0,4,0,0,2,882,3
6,3,0,11863,1,11,34,0,4.5,2,1,1,1,1,839,3246
6,0,2,35777,1,8,52,0,4.2,0,1,1,1,0,1895,2002
6,2,0,10435,0,11,18,1,4.9,1,1,0,0,2,1347,2385
5,0,2,14678,0,4,0,2,3.7,0,2,2,0,2,1573,3
1,2,1,35169,1,7,59,2,4.1,0,0,1,1,2,1245,3799
4,0,1,13458,1,12,77,0,4.8,2,6,0,1,0,540,3756
5,1,1,15595,1,4,78,1,4.1,1,2,1,0,0,1700,3
3,1,1,46671,0,5,18,2,4.7,2,4,1,1,0,623,3
1,3,1,33684,1,3,31,1,4.5,0,0,2,0,2,1942,3074
0,2,2,42741,1,10,11,0,4.2,2,3,2,0,2,1756,3
5,2,2,10497,0,1,70,0,3.9,0,2,1,1,0,1445,4420
2,1,1,44779,1,2,17,1,4.7,0,5,0,0,2,1242,3
5,0,0,18752,1,4,35,0,4.9,0,2,1,1,0,1410,4741
3,1,0,19659,0,5,51,2,4.7,0,4,0,0,0,606,3
2,1,1,43036,1,2,7,1,4.7,1,5,2,0,1,937,4891
6,2,0,38038,1,8,68,1,4.1,1,1,2,0,0,1439,2548
2,0,2,17754,1,6,34,0,4.4,0,5,1,1,2,1926,3341
5,2,2,8587,1,1,34,1,4.4,2,2,1,1,0,783,1515
4,0,0,49877,0,9,70,0,3.6,1,6,0,1,2,1000,2832
5,1,1,5380,0,4,77,0,4.3,1,2,1,1,0,1220,1857
6,3,2,18367,1,8,17,1,4.2,2,1,0,1,2,681,1263
2,2,2,46682,0,2,60,2,4.1,1,5,2,0,0,1264,3099
1,0,0,36575,0,3,68,2,4.0,0,0,2,1,1,519,3
2,0,2,14647,0,6,19,2,3.6,2,5,0,1,2,1140,3
0,1,2,5723,0,10,65,2,3.9,0,3,1,1,2,765,1508
1,1,0,37265,0,3,68,1,4.2,0,0,1,1,2,1109,2289
0,1,0,42234,1,10,38,2,4.8,2,3,2,0,1,1604,2543
6,0,0,5584,0,8,47,1,3.8,0,1,1,1,2,1715,3
3,1,0,15273,1,5,34,2,4.1,0,4,1,0,0,1548,4652
6,0,2,5956,0,11,71,2,4.9,0,1,2,0,1,558,3
3,2,2,31539,1,0,34,2,4.7,0,4,0,1,1,1479,4857
3,3,1,43653,1,0,51,1,4.9,0,4,1,1,0,595,3808
4,1,0,28992,1,12,43,2,3.6,1,6,2,0,0,618,3
4,1,0,41364,0,12,51,0,4.9,1,6,1,0,2,840,3
6,2,0,9275,1,11,68,2,4.6,2,1,0,1,2,592,1909
6,2,1,46693,0,8,17,1,4.5,0,1,2,1,1,965,2161
0,0,0,26929,1,13,39,0,4.5,0,3,0,0,2,1838,3
6,2,0,26484,1,11,81,0,4.5,1,1,0,1,0,789,3
4,0,1,21509,1,9,56,1,4.4,1,6,2,1,0,1499,3
1,2,1,43891,0,3,8,1,4.5,1,0,1,1,2,1051,2368
1,0,1,33675,1,3,68,0,4.5,2,0,2,1,2,1084,3
0,3,2,23546,0,10,17,0,4.4,0,3,0,1,0,1481,4685
0,1,1,45454,0,10,41,2,4.8,0,3,0,1,0,1523,3
0,2,0,41742,0,10,62,1,3.8,2,3,0,1,0,994,3
6,0,1,13981,0,8,17,2,4.2,0,1,0,0,0,1772,3
4,2,0,22166,0,12,8,2,4.0,0,6,0,0,1,1739,4105
4,0,2,17992,0,12,34,1,5.0,1,6,1,1,0,1195,3
3,0,0,46405,1,0,16,1,5.0,0,4,0,0,2,1801,4682
3,0,1,23614,0,5,17,1,4.4,0,4,1,0,1,1939,3217
4,2,0,20316,0,12,51,2,4.0,2,6,2,1,0,926,3
4,2,0,31846,1,9,9,1,4.9,2,6,2,0,2,1451,3
4,0,0,29342,1,9,0,2,3.6,1,6,2,0,1,1936,1210
5,0,2,39166,0,4,64,0,4.0,2,2,0,0,0,1567,2882
1,1,2,8095,0,3,5,2,4.0,0,0,2,0,2,523,3
0,1,1,42011,1,10,68,1,4.9,0,3,1,1,0,1926,3
2,1,2,9368,1,6,5,0,4.2,2,5,1,1,0,1689,3
5,0,1,17962,1,4,68,1,3.8,1,2,2,1,1,1754,3
2,3,2,17837,1,6,51,1,4.4,2,5,1,0,0,1927,3
2,3,2,39230,1,6,0,0,3.6,2,5,2,0,1,1338,3
2,2,2,32314,0,2,46,2,4.9,2,5,2,0,2,1675,3
0,3,0,6680,0,10,12,0,3.7,1,3,1,0,0,542,3607
2,0,0,34288,1,6,12,1,4.9,2,5,1,1,2,928,3
4,3,1,29091,0,12,68,1,4.9,2,6,2,0,1,715,3979
2,2,2,5952,1,6,22,2,4.6,0,5,2,1,2,1897,3
2,2,2,44070,1,6,83,2,3.8,0,5,2,1,1,1260,2442
4,3,2,13090,1,12,53,2,4.8,2,6,0,1,2,808,1969
1,1,2,37467,1,3,0,1,3.8,1,0,2,1,1,880,4991
5,0,0,7283,0,4,32,2,4.3,0,2,2,1,2,973,1999
3,1,0,25863,0,0,0,0,4.5,2,4,1,1,1,1940,2993
6,0,1,5257,1,11,0,1,4.2,1,1,1,1,0,1443,3
2,3,2,20739,1,2,55,2,4.8,0,5,0,1,1,614,4027
1,3,0,14451,1,3,46,0,3.6,0,0,1,0,1,1275,3
0,0,1,48949,1,10,28,1,4.5,2,3,1,0,2,546,2710
3,3,1,37434,1,5,23,0,4.4,1,4,1,0,2,1998,4441
4,2,1,32180,1,9,51,2,3.5,2,6,2,0,2,1041,4496
0,0,0,42761,0,10,60,0,3.9,0,3,0,1,1,1188,3
4,1,0,9820,0,9,52,1,4.7,1,6,0,1,2,1517,3429
2,3,1,28344,1,2,72,2,4.3,2,5,1,0,2,823,3163
4,1,2,12791,1,9,60,2,3.8,1,6,2,0,2,1227,2499
2,0,2,18537,1,2,22,2,5.0,1,5,1,1,0,1651,1331
2,3,2,21411,0,6,17,2,4.3,0,5,0,0,0,538,2987
0,3,0,23546,1,13,50,1,4.8,2,3,2,1,1,1497,3
2,0,1,46081,0,2,57,1,4.2,2,5,1,1,2,514,3
2,2,0,26491,0,2,4,1,4.1,0,5,1,0,0,1683,4666
0,3,2,6115,1,10,56,2,3.5,1,3,1,0,0,578,3935
6,2,0,22861,1,8,2,1,4.2,1,1,2,0,1,1045,4728
4,2,0,38020,1,12,68,1,4.4,1,6,2,1,0,1365,1338
1,2,1,20878,1,3,0,1,4.2,0,0,0,1,0,1519,3
0,1,0,35130,1,13,0,0,3.6,1,3,2,0,1,1444,2046
4,2,1,28053,0,9,34,1,4.2,2,6,0,0,0,1386,3
3,2,1,12625,0,0,73,2,3.9,2,4,1,0,1,920,3787
1,1,0,32384,0,7,65,2,4.1,2,0,0,1,0,1211,3
2,3,2,39758,0,6,60,2,4.2,1,5,1,0,2,1961,3
5,0,1,47412,0,1,0,2,4.3,1,2,1,0,0,613,3027
5,1,0,16784,0,1,33,1,3.6,1,2,0,0,1,1715,1419
1,0,2,31615,0,7,39,1,3.8,0,0,1,0,0,1483,2602
3,2,2,11372,1,0,30,1,3.8,1,4,2,1,2,1141,1511
6,0,1,13010,1,8,9,1,4.6,0,1,0,0,1,531,3
2,0,2,47039,1,6,61,2,4.3,1,5,0,1,2,1529,3575
4,3,2,11610,1,9,13,2,4.4,1,6,1,0,0,1094,4059
5,0,0,32679,1,1,56,1,4.2,0,2,2,0,2,1293,3678
3,0,0,32053,0,0,39,0,4.1,0,4,1,0,2,695,2608
5,2,2,30086,1,1,35,0,3.7,1,2,1,1,0,563,3
0,2,0,7090,1,10,17,1,4.2,2,3,0,0,1,1524,3
0,2,1,46896,0,13,15,1,4.4,2,3,0,0,1,1174,1540
1,2,1,13312,1,3,34,0,4.8,2,0,1,0,2,776,3
0,2,2,34957,1,13,39,2,3.8,0,3,2,1,0,676,3
1,2,1,39412,0,3,41,2,4.0,0,0,1,0,2,1151,3826
2,2,0,13272,0,6,49,2,4.7,1,5,1,0,2,897,2488
3,0,1,7236,1,0,17,2,3.6,0,4,2,1,0,1671,4097
5,2,1,31492,1,4,17,2,4.1,2,2,1,1,0,1406,2177
4,1,0,36424,0,12,17,0,4.3,0,6,1,0,2,554,3
0,1,1,16223,0,13,81,0,4.2,2,3,2,0,1,1202,1501
3,2,0,37154,0,0,55,1,4.2,1,4,0,0,0,792,3
5,3,2,37511,1,4,68,1,4.9,0,2,0,1,1,797,4332
6,3,2,30328,0,8,30,1,4.5,1,1,1,0,0,1788,1285
6,2,1,10766,0,8,80,2,3.7,1,1,2,0,1,1528,3
5,3,0,10312,0,1,63,2,4.0,2,2,1,0,1,1087,2489
2,2,1,42448,1,2,80,2,3.6,0,5,2,1,1,1405,3
1,3,1,31772,1,3,75,0,4.1,2,0,0,0,2,1416,1197
4,1,0,5016,0,12,51,1,3.5,2,6,2,1,0,1429,2993
1,2,0,16996,1,3,0,2,3.8,0,0,2,0,0,1272,3
4,1,2,16311,0,12,0,1,4.9,0,6,2,0,1,781,3164
5,0,1,22486,1,4,17,1,4.2,1,2,0,0,0,1678,3341
3,2,2,6272,1,0,43,1,3.6,1,4,0,1,0,778,3
1,2,1,22971,0,3,17,0,4.5,2,0,0,1,1,821,1216
3,3,1,43554,0,0,64,0,3.9,2,4,0,1,2,1146,3
0,2,1,45480,0,13,27,1,4.6,0,3,0,0,0,1118,3
6,3,1,41439,1,8,40,2,4.4,2,1,2,1,2,1545,3412
